Num,Name,Genus,Species,Subspecies,County,Regions,Landscape,Location,GPS,Habitat,ColMethod,Date,Year,Decade,Decade30,Invasion,Museum,Source,Notes
4156,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"Columbus, 39Â°59.871'N 83Â°02.867'W, old field, Kinnear Road, Franklin Co., OH",,,,5-6-Jun-2006,2006,2000,1980-2000,4Pquat,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 434454
4173,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"Ohio State University (OSU) Turfgrass Foundation Research and Education Facility, Franklin Co., OH",,,,13-Aug-01,2001,2000,1980-2000,3Haxyridis,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 599441
4183,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"Columbus, Franklin Co., OH",,,,21-May-60,1960,1960,1950-1970,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 759931
4184,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"Columbus, bark, Franklin Co., OH",,,,4-Oct-65,1965,1960,1950-1970,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 759932
4186,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"Columbus, Franklin Co., OH",,,,6-May-02,1902,1900,1890-1910,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 759934
4188,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"Columbus, Franklin Co., OH",,,,2-May-50,1950,1950,1950-1970,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 759936
4189,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"Columbus, Franklin Co., OH",,,,10-May-58,1958,1950,1950-1970,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 759937
4190,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"Franklin Co., OH",,,,17-Jul-54,1954,1950,1950-1970,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 759938
4207,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"Columbus, Franklin Co., OH",,,,8-Oct-60,1960,1960,1950-1970,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 760480
4212,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"Franklin Co., OH",,,,4-Oct-21,1921,1920,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 770148
4263,Brachiacantha ursina,Brachiacantha,ursina,,Franklin,IOTP,Urban,"2201 Fred Taylor Dr., Columbus, OH",40.0077662; -83.0277694,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  890 
4264,Brachiacantha ursina,Brachiacantha,ursina,,Franklin,IOTP,Urban,"2201 Fred Taylor Dr., Columbus, OH",40.0077662; -83.0277694,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  890 
4265,Brachiacantha ursina,Brachiacantha,ursina,,Franklin,IOTP,Urban,"2201 Fred Taylor Dr., Columbus, OH",40.0077662; -83.0277694,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  889 
4266,Brachiacantha ursina,Brachiacantha,ursina,,Franklin,IOTP,Urban,"2201 Fred Taylor Dr., Columbus, OH",40.0077662; -83.0277694,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  889 
4418,Cycloneda munda,Cycloneda,munda,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  893 garden diff location
4433,Cycloneda munda,Cycloneda,munda,,Franklin,IOTP,Urban,"2201 Fred Taylor Dr., Columbus, OH",40.0077662; -83.0277694,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  890 
4434,Cycloneda munda,Cycloneda,munda,,Franklin,IOTP,Urban,"2201 Fred Taylor Dr., Columbus, OH",40.0077662; -83.0277694,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  889 
4438,Cycloneda munda,Cycloneda,munda,,Franklin,IOTP,Urban,"Chadwick Learning Gardens OSU, Columbus, Ohio",40.006294; -83.026053,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  921 garden diff location
4498,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"830 Kinniar, Columbus, Ohio",39.998135; -83.032019,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  586 garden diff location
4501,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"245 Walhalla Rd, Columbus, Ohio",40.025278; -83.007099,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  606 
4507,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"2404 Bexley Park Road, Columbus, Ohio",39.960588; -82.935197,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  643 
4512,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"2490 Carmal Rd. , Columbus, Ohio",40.007314; -83.046417,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  887 garden diff location
4513,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"860 Palmer Rd., Columbus, OH",39.976031; -83.03685,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  891 
4514,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"1435 Ridgeview Rd., Columbus, OH",40.015622; -83.052419,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  913 
4516,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"7759 Amelia Dr., Reynoldsburg, OH",39.971736; -82.793844,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  924 garden diff location
4589,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"860 Palmer Rd, Columbus, OH",39.976212; -83.036914,home garden,sticky trap,,2014,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  1057 
4591,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"10110 Fishel St, Pleasant City, Oh",39.902281; -81.557075,home garden,sticky trap,,2014,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  1066 garden diff location
4592,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"10110 Fishel St, Pleasant City, Oh",39.902281; -81.557075,home garden,sticky trap,,2014,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  1066 garden diff location
4612,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"2201 Fred Taylor Dr., Columbus, OH",40.0077662; -83.0277694,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  889 
4613,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"2201 Fred Taylor Dr., Columbus, OH",40.0077662; -83.0277694,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  889 
4615,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"1332 Fairview Ave., Columbus, Ohio",39.984506; -83.047333,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  329 
4617,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"7759 Amelia Dr, Reynoldsburg, OH",39.971957; -82.793967,home garden,sticky trap,,2014,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  1088 garden diff location
4618,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"7759 Amelia Dr, Reynoldsburg, OH",39.971957; -82.793967,home garden,sticky trap,,2014,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  1088 garden diff location
4619,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"7759 Amelia Dr, Reynoldsburg, OH",39.971957; -82.793967,home garden,sticky trap,,2014,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  1088 garden diff location
4620,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"7759 Amelia Dr, Reynoldsburg, OH",39.971957; -82.793967,home garden,sticky trap,,2014,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  1088 garden diff location
4636,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"590 Woody Hayes Dr, Columbus, Ohio",40.001296; -83.018226,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  334 garden diff location
4637,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"590 Woody Hayes Dr, Columbus, Ohio",40.001296; -83.018226,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  334 garden diff location
4645,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"Chadwick Learning Gardens OSU, Columbus, Ohio",40.006294; -83.026053,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  921 garden diff location
4647,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"860 Palmer Rd., Columbus, OH",39.976031; -83.03685,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  892 
4657,Harmonia axyridis,Harmonia,axyridis,,Franklin,IOTP,Urban,"3404 Red Cedar Ct, Grove City, Ohio",39.895759; -83.110145,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  537 
4710,Hippodamia variegata,Hippodamia,variegata,,Franklin,IOTP,Urban,"1332 Fairview Ave., Columbus, Ohio",39.984506; -83.047333,home garden,sticky trap,,2009,2000,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  10 
4832,Hyperaspis�undulata,Hyperaspis,undulata,,Franklin,IOTP,Urban,"1332 Fairview Ave., Columbus, Ohio",39.984506; -83.047333,home garden,sticky trap,,2009,2000,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  10 
4833,Hyperaspis�undulata,Hyperaspis,undulata,,Franklin,IOTP,Urban,"1332 Fairview Ave., Columbus, Ohio",39.984506; -83.047333,home garden,sticky trap,,2009,2000,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  10 
4834,Hyperaspis�undulata,Hyperaspis,undulata,,Franklin,IOTP,Urban,"1332 Fairview Ave., Columbus, Ohio",39.984506; -83.047333,home garden,sticky trap,,2009,2000,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  10 
4835,Hyperaspis�undulata,Hyperaspis,undulata,,Franklin,IOTP,Urban,"1332 Fairview Ave., Columbus, Ohio",39.984506; -83.047333,home garden,sticky trap,,2009,2000,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  10 
4836,Hyperaspis�undulata,Hyperaspis,undulata,,Franklin,IOTP,Urban,"1332 Fairview Ave., Columbus, Ohio",39.984506; -83.047333,home garden,sticky trap,,2009,2000,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  10 
4837,Hyperaspis�undulata,Hyperaspis,undulata,,Franklin,IOTP,Urban,"1332 Fairview Ave., Columbus, Ohio",39.984506; -83.047333,home garden,sticky trap,,2009,2000,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  10 
4838,Hyperaspis�undulata,Hyperaspis,undulata,,Franklin,IOTP,Urban,"1332 Fairview Ave., Columbus, Ohio",39.984506; -83.047333,home garden,sticky trap,,2009,2000,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  10 
4909,Propylea quatuordecimpunctata,Propylea,quatuordecimpunctata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  893 garden diff location
4917,Propylea quatuordecimpunctata,Propylea,quatuordecimpunctata,,Franklin,IOTP,Urban,"238 Montrose Way, Columbus, OH",40.036772; -83.023828,home garden,sticky trap,,2014,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  1110 
4942,Propylea quatuordecimpunctata,Propylea,quatuordecimpunctata,,Franklin,IOTP,Urban,"593 Woody Hayes Dr, Columbus, Ohio",40.001296; -83.018229,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  333 garden diff location
4943,Propylea quatuordecimpunctata,Propylea,quatuordecimpunctata,,Franklin,IOTP,Urban,"594 Woody Hayes Dr, Columbus, Ohio",40.001296; -83.018230,home garden,sticky trap,,2014,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  333 garden diff location
4944,Propylea quatuordecimpunctata,Propylea,quatuordecimpunctata,,Franklin,IOTP,Urban,"595 Woody Hayes Dr, Columbus, Ohio",40.001296; -83.018231,home garden,sticky trap,,2014,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  333 garden diff location
4946,Propylea quatuordecimpunctata,Propylea,quatuordecimpunctata,,Franklin,IOTP,Urban,"2201 Fred Taylor Dr., Columbus, OH",40.0077662; -83.0277694,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  890 
4965,Propylea quatuordecimpunctata,Propylea,quatuordecimpunctata,,Franklin,IOTP,Urban,"Chadwick Learning Gardens OSU, Columbus, Ohio",40.006294; -83.026053,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  921 garden diff location
5007,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"5696 Duddingston Drive, Dublin, Ohio",40.158202; -83.147738,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  553 
5017,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"1435 Ridgeview Rd, Columbus, Ohio",40.013803; -83.049559,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  636 
5027,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"238 Montose Way, Columbus, OH",40.036729; -83.023812,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  886 
5035,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"2615 Wellesley Ave, Columbus, OH",40.01115; -83.052085,home garden,sticky trap,,2014,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  1107 
5041,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"1332 Fairview Ave., Columbus, Ohio",39.984506; -83.047333,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  330 
5042,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"1332 Fairview Ave., Columbus, Ohio",39.984506; -83.047333,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  330 
5061,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"6861 Halligan Ave, Worthington, Ohio",40.102977; -83.008291,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  550 
5062,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"6861 Halligan Ave, Worthington, Ohio",40.102977; -83.008291,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  550 
5070,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"2490 Carmal Rd. , Columbus, Ohio",40.007314; -83.046417,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  888 garden diff location
5071,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"2490 Carmal Rd. , Columbus, Ohio",40.007314; -83.046417,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  888 garden diff location
5077,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"860 Palmer Rd, Columbus, OH",39.976212; -83.036914,home garden,sticky trap,,2014,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  1057 
5078,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"860 Palmer Rd, Columbus, OH",39.976261; -83.036818,home garden,sticky trap,,2014,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  1058 
5079,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"860 Palmer Rd, Columbus, OH",39.976261; -83.036818,home garden,sticky trap,,2014,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  1058 
5081,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"238 Montrose Way, Columbus, OH",40.036772; -83.023828,home garden,sticky trap,,2014,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  1110 
5126,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5127,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5128,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5129,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5130,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5131,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5132,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5133,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5134,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5135,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5136,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5137,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5138,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5139,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5140,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5141,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5142,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5143,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5144,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5145,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr., Columbus, Ohio",40.004194; -83.021281,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  894 garden diff location
5240,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr, Columbus, Ohio",40.001296; -83.018226,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  333 garden diff location
5241,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"591 Woody Hayes Dr, Columbus, Ohio",40.001296; -83.018227,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  333 garden diff location
5242,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"592 Woody Hayes Dr, Columbus, Ohio",40.001296; -83.018228,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  333 garden diff location
5248,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"2201 Fred Taylor Dr., Columbus, OH",40.0077662; -83.0277694,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  890 
5259,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"1332 Fairview Ave., Columbus, Ohio",39.984506; -83.047333,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  329 
5260,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"1332 Fairview Ave., Columbus, Ohio",39.984506; -83.047333,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  329 
5261,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"1332 Fairview Ave., Columbus, Ohio",39.984506; -83.047333,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  329 
5262,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"1332 Fairview Ave., Columbus, Ohio",39.984506; -83.047333,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  329 
5289,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr, Columbus, Ohio",40.001296; -83.018226,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  334 garden diff location
5290,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"590 Woody Hayes Dr, Columbus, Ohio",40.001296; -83.018226,home garden,sticky trap,,2010,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  334 garden diff location
5309,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"Chadwick Learning Gardens OSU, Columbus, Ohio",40.006294; -83.026053,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  922 garden diff location
5310,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Franklin,IOTP,Urban,"Chadwick Learning Gardens OSU, Columbus, Ohio",40.006294; -83.026053,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  922 garden diff location
